tweet,sentiment,Subjectivity
try changing seats though technically checking fun,2,0.15000000000000002
replaced life,1,0.0
ordered hour mins still say_farewell order deli,1,0.0
wish notify recently frequent cases missing items order incorrect,0,0.175
unable apply coupon fodpanda account could please check resolve,0,0.5
ordered waffle ordered got cancelled waiting food longis,1,0.0
also default option would also good option tell,2,0.6000000000000001
smoothies great way pack nutritious ingredients delicious drink smothiefactorymumbai,2,0.875
guys please careful ordering zomato delivery guys update delivered ap,0,1.0
fodpanda rider named danial really manners merit sending food late st,0,0.4
shukran king piruz pleased feedback,2,1.0
guys policy hungry customers ordered lunch delivery guy says wil,1,0.0
moment want want उकडीचे मोदक swigy celebrating ganesh utsav delivers मोदकshaped,1,0.0
prevent guys uae made us buy zomatogold india changed tampc look,1,0.0
review wooden bakery hazmieh,1,0.0
best way enjoy sunday pizza amp exclusive superseptemberdeals pizahut delivered,2,0.4
order first time fodpanda still waiting hours even customer supo idle serious,0,0.5
despite complaining several times regarding fodpanda account issue unsolved,1,0.0
good work fodpanda,2,0.6000000000000001
fodpanda hour ordering chef still cooking,1,0.0
unable apply coupon code zomato account device kindly see screnshot err,2,0.7
worst worst service even present space placed order fodpanda cancelled af,0,0.6666666666666666
hi swigy amazon pay ordered food swigy amazon pay,1,0.0
pathetic service authenticity zomatono responsibility zomato towards customeronly adding restro,0,1.0
people around globe please aware zomato gold scam guys looted indians,2,0.25
smoothie time perfect sunday vibes food foodie fodgasm nom hungry healthy delish wine,2,0.75
feel low margins involved transactions involved one good example cloudkitchen,2,0.45000000000000007
nobody cares zomato fodpanda uber shit food asps,0,0.8
received order already restaurant claiming orde,1,0.0
recipes recipeoftheday recipeblog recipes food fodpanda,1,0.0
forum mall central mall fabric spa swigy zomato delivery uber eats come mysuru unrelated ne,1,0.25
refund money penalty need raisecomplaint fodpanda deliveryboy,1,0.0
become almost customary spend sundays afternoon reading reviews zomato plan evenings sundaydiners,1,0.0
ratings reviews staed play much pa decision making finalizing outlet mandat,2,0.2
order fodpanda yeh hi options show kr rha hai,1,0.0
mom reaction swigy person knocks door coimbatore tamil nadu,1,0.0
teamed fodpanda blog today bring local food lover guide hong kong,1,0.0
guys also work way guys operate,1,0.0
today unable deliver single order exercuse,0,0.35714285714285715
look review degree east powai,1,0.0
today unable deliver single order exercuse order,0,0.35714285714285715
swigy charges rusturant within location zomato good,2,0.6000000000000001
appreciated approach,2,0.1
fodpanda sick alone ap isnt working im hungry pls help lol,2,0.7785714285714285
fodpanda hours back ordered lunch hoping could get dinner timei ord,1,0.0
dear gaurav apologies request please write escalation team customercarein,1,0.0
zomato review kiya hain,1,0.0
resolution call exective recieved regarding miss happening,1,0.0
food rope thug war fodaps selling food cheaper,1,0.0
food rope thug war fodaps selling food,1,0.0
tried reaching registered contact number,1,0.0
fodpanda ads make hungry,1,0.0
zomato repoing good things restaurants nice platform,2,0.8
sultan baba iskender world vegetarian fix categorization,1,0.0
fodpanda upto rs code working link,1,0.0
check loot hai fodpanda offer get food woh rs freal user,1,0.0
loot fodpanda get free food woh rs rs almost cities,2,0.8
hi kindly dm us contact number reach address concerns,2,0.9
hate swigy guys cheaters customer service disgrace let guys know,0,0.9
thought zomato ap damn man order,1,0.0
anything swigy decorates lunch plate,1,0.0
thank review choosing fodpanda service happy enjoyed meal,2,0.85
ordered pizza received heat,1,0.0
damn frankies still unavailable fodpanda,1,0.0
bad choose bangalore address people say raised hyderabad,0,0.6666666666666666
yes imagine facing tiba tiba hear fodpanda guy looking like tf,1,0.0
snacks sunday use code quickie order snacks rs food,1,0.0
happy sleeping fodpanda,2,1.0
second time cheated company food stale horrible terrible,0,0.625
sad wait hours get food delivered amp getting message zomato,0,1.0
sad wait hours get food delivered amp getting message zomato tha,0,1.0
hi naimish silence kindly share order details shal get checked asap,2,0.9
try grow beyond means capabilities face muck face sooner later,1,0.0
yes silly packets ketchup daba full packets,0,0.7125
speak behalf zomato orders delivered even dumb folks uber eats,0,0.5
also default option would also good option tell restaura,2,0.6000000000000001
reflection efficiency rip zomato bangalore sure,2,0.8888888888888888
every order always blog recently zomato acknowledging ro,1,0.25
speak behalf zomato orders delivered even dumb folks uber eats decide,0,0.5
boycotfodpanda used several food ordering aps like zomato swigy fodpanda ubereats,1,0.0
amp happens friend abused amp went back home hungry sitting empty sto,0,0.25
amp happens friend abused amp went back home hungry sitting empty stomach,0,0.25
hello swigy ordered egg biryani delivered chicken biryani waiting las,0,0.95
friends say big big zomato case want spoil sunday afternoon,1,0.1
waited long hours sorry give chance mistake order prefer,0,0.7
inefficient unprofessional unscrupulous unethical operations dead gone amp buried,0,0.4
please operations worry next salary afternoon already finished couesy,1,0.0
cravepay fodpanda dishonor promotions sent users send,1,0.0
worst service experience life fodpanda unable deliver order constentaly second time,0,0.5
shame chat guys close issue saying sorry life simple,0,0.6785714285714286
without receiving food got message deliveredclap clap big slap swigyworst service,1,0.1
healthy competition among food panda uber eats swigy zomato offering insane discounts make people unhealthy,0,0.7333333333333334
hi unable change registered mobile number fodpanda tried going pr,0,0.5
treats understand mistake never respond,1,0.0
hi ashvin apologies mess kindly dm us contact number,2,0.5375
salute delivery boys services continuing work even,1,0.0
swigy jubilant consumer serving people low grade food service return,1,0.3
hi request please write escalation team customercarein shal fur,1,0.0
say zomato dead operations,0,0.4
fodpanda fraud going paid money via credit card order gets confirmed min,2,1.0
fodpanda collecting money delivering money lying,1,0.0
next year uber eats food panda join fray stomachs everywhere win,2,0.2
fraudofer stop kidding get error msg coupon exists try use,1,0.0
ordered fodpanda screwed never used ap,1,0.0
options good south indian breakfast bandra west neglected till,2,0.6000000000000001
hello guys please disorder fodpanda cancel order anytime without explanation ask,1,0.0
worse rules complex look back cha every tim,0,0.3333333333333333
gap communication suffer fodpanda says address,1,0.0
options good southindianbreakfast bandra west neglected till,2,0.6000000000000001
craving homestyle healthy food bangalore please check great food great prices fast del,2,0.65
say zomato sad affairs,0,1.0
chinagdn gk del rats kitchen kindly see,2,0.9
bad service fodpanda lack contact number contact chat even,0,0.6666666666666666
chinagdn gk delhi rats kitchen kindly see,2,0.9
unable confirm order even one hour placing order,0,0.5
waited hours still food delivered finally customer care supo replied,1,1.0
ordered food fodpanda differ yet food prepared waiting de,1,0.0
wow water service reply fodpanda worst service provider delhi ncr,0,1.0
nothing frustrating waiting order hungry please share,0,0.9
hey swigy shot deliver food hours wait garbage,1,0.0
see story ordered food pm cancelled pm contacted service ordered,1,0.0
hi could please elaborate query dm regard would much appreciated team fodpanda,2,0.55
apologies spoiling sunday evening getting checked right away aki,2,0.5357142857142857
hey swigy shot deliver cold food hours wait garbage take back,0,0.5
food delivery system bilaspur chowk gurgaon anyone deliver today let us see,1,0.0
first cancelled order customer care agent sends ordered behal,2,0.3333333333333333
fodpanda robbers take orders amount cancel keep money,1,0.0
please take initiative make food available restaurants excess remained,2,0.4
fodpanda snacks sunday re codequickie valid first orders,2,0.3333333333333333
call social team girl called yuvika wanted speak says,2,0.06666666666666667
first cancelled order customer care agent ordered behalf,2,0.3333333333333333
call social team girl called yuvika wanted speak says job,2,0.06666666666666667
ordered zomato see get overcooked burned bread order,1,0.0
woah hot handle getting soed aki,2,0.8500000000000001
spolied friend sunday evening,1,0.0
happened ur service agents cutack rude unruly,0,0.6
definitely unwanted experience please share order num,1,0.5
hey realize upset could please tell us happened like help team fodpa,1,0.0
zomato pigybank activate via,1,0.0
review fodpanda kgislhome deceivingmisleadingofersfromfod,1,0.0
checks menu zomato bc rehearse whatever want order cashier,1,0.0
obviate assistance wait days refund stay hungry,1,0.0
indian operations dead gone amp buried rip,0,0.4
apropos data rich think super critical one maybe adds towards fu,2,0.7388888888888889
wrost food delivering company share one photo dogs eat wroten biriyani,1,0.0
thanks swigy responding rectifying wrong order issue,0,0.55
see zomato blog platforms said access lot customer,1,0.0
fodpanda snacks sunday re codequickie valid first orders su,2,0.3333333333333333
fodpanda come restaurant closed try get deal fakesale,0,0.1
loudge complaint guys deactivatedeleted account yet,0,0.2
careless many customers lack issue cust,1,0.7
careless many customers lack issue,1,0.7
min since must cooled,1,0.0
changes terms conditions purchasing zomato gold equivalent fraud friend,1,0.0
expect reve end,1,0.0
fraud ap survey asking questions say inputs diverge requirements,1,0.0
people lack couesy customer servicesatisfaction,1,0.0
pfb swigy order thanks,2,0.2
never take pa surveys frauds cheats never gives promised monies,1,0.0
thus put worse situation also taken money denying service aft,0,0.6
height unprofesionalism fodpanda days row th,1,0.0
zomato super delivery experiencei got order double estimated time deliveryis super,2,0.4444444444444444
healthy competition among food panda uber eats swigy zomato offering insane discounts make people unhealth,0,0.75
dint delivered order placed restaurant km away delivery address past hours,0,0.25
honourable minister think appreciate efos,1,0.0
sound sarcasm traveled faster light kindly share order de,2,0.6666666666666666
instead going fridge every mins open fodpanda every mins gained li,1,0.5
promised last tweet street dog haply eating biriyani swigy,1,0.06666666666666667
hi fodpanda order cancelled times even contacting customer supo,1,0.0
dear service increasingly going dogs passing day unsolicited advice time,1,0.0
abbe yar accurate uber ola even zomato delivery rider chindi mobile bus,2,0.6333333333333334
hate hapyfriedchickenday friedchicken recipe,0,0.9
zomato better zoom espritmarketing,2,0.5
avsar hiring delivery boys night shift pa time timing pm pm work swigy,1,0.0
ignoring every message sent real mature ordering food online never dif,2,0.15000000000000002
received really bad service unexpected,0,0.8333333333333333
food pandaswigy zomato aps like movie kholta hun dekhta hun wapas band karke baith jata hun,1,0.0
food pandaswigyzomato aps like movie kholta hun dekhta hun wapas band karke baith jata hun,1,0.0
change yet swigy team boys still entering wrong side,0,0.9
launch code super fast service order number,2,0.6333333333333333
ordered zomato amp specially mentioned call_option food allergic corn,2,0.5714285714285714
came action satisfactory appreciate senior efo regarding issue hope,2,0.1
right maybe go viable solution uberzomato leveraged,2,0.5357142857142857
swigy better zomato said,2,0.5
wow deliver food deliver resolution either hours,2,1.0
unethical trade zomato buying gold zomato reverse policy,1,0.0
help order fodpandaxfufid unable get touch restaurant delivery guy exists,0,0.5
fodpanda breakfast offers breakfast coupons fodpanda coupons gosfsale dailydeal,2,0.0
ordered food today zomato due reasons received stale quality,0,0.4375
name rohit saini de id delhi zone rohini working swigy company,1,0.0
show actually care customers maybe teach thing two,1,0.1
great initiative,2,0.75
correct zomato also sta free blood delivery various taste revol,2,0.65
hi rahul per new rules implemented th septemeber gold membersh,2,0.45454545454545453
fodpanda placed order using quickie offer pm contact rider told ur order cancelled,1,0.0
dili wheels delhi find restaurant zomato dili wheels hauz khas,1,0.0
hi understand concern however made change,1,0.0
oferslotforyou fodpanda online food order upto cashback coupon craving upto,1,0.0
hi understand concern however made change offer ch,1,0.0
dili wheels delhi photo dili wheels hauz khas making hungry,1,0.0
team work keep users happy content goes unnoticed zomato champs helping ot,2,0.8
never order anything fodpanda waiting order subway hours,1,0.0
kindly refund amount order,2,0.9
saw rupee rupees tv ads fodpanda could lose ap tried swigy options,1,0.0
used fodpanda ap first time much sur,2,0.26666666666666666
exactly offer us choice restricts abilit,2,0.25
zomato quite tough talabat abu dhabi,0,0.8333333333333334
exactly offer us choice restrict,2,0.25
zomato offer upto rs code get pls let us know working pls share,1,0.0
hello one delivery boys left swigy delivery bag big black bag,0,0.17777777777777778
team work keep users happy content goes unnoticed zomato champs helping du,2,0.8
restaurant deliver swigy anymore ap time customers value,1,0.0
cyber fodpanda dh ada mcd sbelum ni nearest mcdelivery mins away ur nearest mcd min away,1,0.0
exactly offer us choice restricts abil,2,0.25
register swigy phsjdm earn discount download,1,0.0
uses fodpanda today anyhow,1,0.0
thus put worse situation also taken money denying service,0,0.6
whatever fodpanda reason price way higher via mcd aps exclusive delivery,2,0.5
restricts number unlock one table people zomato gold unlocks permit,1,0.0
dad sell food fodpanda extend service malacca,1,0.0
wow leave order ap showing delivered called restaurant,2,1.0
review swigy aman shrivastava,1,0.0
even spl instructions precede swigy waste time,0,0.0
update ticket hrs response worst customer supo fodpanda,0,1.0
chole bature breakfast dili wheels opening second branch home delivery jia sarai hauz kha,1,0.0
people taking customer ride need strongly dealt making money canceli,2,0.7333333333333333
might bucket last night charge expect delivering fresh food,2,0.2833333333333333
guess need make others aware spread word let stop using becuase bad,0,0.4583333333333333
hi second time facing issue fodpanda extremely disappointed food panda,0,0.375
think twice trying friend advise delete ap use better options available avoid similar,2,0.43333333333333335
advise try options much better least cheat money paid advance dela,2,0.45
confirm cancelling orders refunding money customers beware using fodpandain,1,0.0
plans get act together going worse every passing day wrong delayed cold orders,0,0.8333333333333334
hi second time facing issue fodpanda extremely disappointed fodpanda,0,0.375
awaiting response last days good luck order gets delivered ordered,2,0.33333333333333337
considers deleting right away avoid making second mistake unles happy experience every time ando,2,0.5119047619047619
feel lucky ever get refund cancellation mine awaited days fodpandaindiasu,2,0.8333333333333334
order fodpanda get flat first orders amp get additional cashback coupondunia ord,2,0.22916666666666666
retierate amp submit without hesitation defrauded ceo zomato amp like many oth,2,0.5
leave zomato reviews without getting rage,1,0.0
hi rahul per new rules implemented th septemeber gold membership ap,2,0.45454545454545453
people give seriouslyand let tell thing go food regualtion depaments,1,0.0
middle work suddenly fodpanda guys calls say foods arrived home,1,0.25
fodpanda offering free deliveries since july gain,2,0.8
zomato kfc might even needed delivery services,1,0.0
wordered via hotel der significant difference quanti,2,0.875
erm looks like refund expected fodpanda reach np,0,0.4
ordered food leave showing delivered tried contac,1,0.0
fodpanda last minutes order negate way reach customer care wai,1,0.06666666666666667
fodpanda last minutes order negate way reach customer care wa,1,0.06666666666666667
hey ravi us every meal matters mind sharing order number,1,0.0
biryani working,1,0.0
think swigy stop selling deses,1,0.0
thank swigy best fastest way resolve problem thumbs keep good work,2,0.45000000000000007
one talking september subway deal fodpanda would cost least pkr,0,0.4
review fodpanda tahjeb ordercanceled,1,0.0
miss something terms conveniently change,1,0.0
kochi swigy king ubereats opened trivandrum month ago,1,0.0
must inspect one smell petrol coming pizza,1,0.0
everyone ordered via zomato orders guys must delivering incorrect orders ev,1,0.0
vendor authority decline order accepting ithen customer also able,2,0.625
contract also train staff better keep,2,0.5
changes gold policies midway thousands lacs users subscribed based ceain set polic,1,0.0
supplied bad food first give compensation use swigy,0,0.5
bad experiencefind restaurant zomato cafe coffee day infiniti mall malad west,0,0.6666666666666666
hey theifs plan tonight please let know,1,0.0
supplied bad food first take compensation thatuse swigy,0,0.5
hey ankit please go link sg,1,0.0
order swigy got great choices,2,0.75
one talking september subway deal fodpanda would cost least pkr ordered dir,0,0.4
tried fodpanda honestbe first time blessed lazy bum saved,1,0.6666666666666666
saale ordering mistake begin way,1,0.0
fodpanda biryani offer get biryani flat rs use code biryani choose biryani carvings sectio,0,0.125
leave assistance fodpanda made wait hours,1,0.0
eu valorizo te zomato search trivago best seller amazon ebay,2,0.3
weekends good cocktails amp good mood mexican bull dog jumbo cocktail jaipurbse granduniara,2,0.4000000000000001
minutes neither resturant picking call zomato service responding,1,0.0
trying tie swigy since last months submitted docs feb rest,1,0.06666666666666667
half hour didnt get response restaurent confirmation order dont know service,0,0.16666666666666666
reaching right away mansij,2,0.5357142857142857
bait switch,1,0.0
got solution thanks swigy,2,0.2
hi raj really excited paner us request send email panersup,2,0.75
hey thanks pulling dick move us qualifies rantimlm,2,0.2
half times says restaurant closedmg ra fodpanda,0,0.16666666666666666
sorry delay response order id look feel free share,0,0.9
like refund membership please extensions purely principle,2,0.5
order one pancake almost hours still waiting status saying,1,0.0
one order phone rains notifications otp payment confirmation order placed order acceptance,1,0.0
hi protyasha love help please dm details,2,0.6
everytime try make payment order shows restaurant closed restaurant close,0,0.1
stranger asked needed anything else thankfully watchman building right behin,2,0.5357142857142857
book desses rs fodpanda code desses worked try,1,0.0
today order food swigy food received dog qualitydenied refund regard,1,0.0
multiple phone calls emails chats swigy ap honest swigy unmake,2,0.45
hi today ordered food quality food dogs refund denied swigy attaching pro,1,0.0
delivery boy use abusing language use said come fight call,1,0.0
poor service delivery guy making fool us called times order status show,0,0.6
review karavali gateway hotel gateway hotel residency road,1,0.0
delivery boy use abusing language use said come fight call ag,1,0.0
misplaced order credited coupon swigy account amp reflect,0,0.2
hi kailash silence pleasing experience fine sunday kindly share,2,0.7
thank zomato letting plan order days ahead,1,0.0
hyderabadi biryani arriving thanks biryani bangalore,2,0.2
deactivated accounts cash delivery option unable process,0,0.5
zomato provides leave order even ho,1,0.0
shocked see uber eats fooling us resturant swigy selling product uber eats,0,0.8
register swigy mrgo earn rs download,1,0.0
hi akash kindly share order details,2,0.9
never using fodpanda next timextremely bad service going sta using,0,0.3333333333333333
productive thing done weekend made cup tea weekend spent well jus,0,0.1
congratulations staing new job zomato vp operations,2,0.45454545454545453
get first meal zomato apply promo code hari checkout minimum order,2,0.3333333333333333
delivery guy saying order delivered dont know delivered pathetic supo,0,1.0
order zomato customer care works giv,1,0.0
wrost exp one placed order people delayed delivery min,1,0.0
zomato worst supo ever pay attention co,0,1.0
hey mehek help getting checked,1,0.0
fodpanda needs stop cool deals self control ki shadeed kami hai fodpanda,2,0.65
fodpanda ap giving false information delivery agent location agent never received,0,0.6
hi shantanu kindly share order details shal get checked asap,2,0.9
rightly said clean stay fit burger stay sane totally agree ab,2,0.5964285714285714
thank lovely note appreciate taking time share experience best experience fodpanda,2,0.525
think time people stop ordering swigyou continuously disappointing,0,0.7
today new executive zomato ap chat system heshe fooling around like yesterday,2,0.45454545454545453
guys take half hour confirm order restaurant please cancel order,0,0.16666666666666666
photograph unknown celebrity gallery smoke co kormangala bangalore,0,0.6
fuck bloody idiots pm ordered food fodpanda hour till still,0,0.7666666666666666
stale replies hour later food still hungry resolution bravo swigy stop lying care,0,0.25
pissed zomato order cancelled,1,0.0
trying highest rated place amanora mall zomato bmg unplugged haveli maharashtra,1,0.0
see ants inside veg cheese sandwiches ordered order id,1,0.0
depika contacted side great help regarding bad,2,0.7083333333333333
register swigy hc earn rs download,1,0.0
close hrs still nothing,1,0.0
ya dude mostly filters ahead insanel,2,0.5
superseptemberdeals amp tine try everything tried recent past sounds go,0,0.25
week late new zomato gold usage policy cheap immoral would helpful tell us,2,0.5848484848484848
would charge kind packaging charging extra money,2,0.5
bhai promotional offers worst,0,0.5
really good restaurant outside lane hate ordering food want swigyubere,0,0.5166666666666667
desses back grab rs code desses creamier mightier tastier order,1,0.0
superseptemberdeals amp time try everything tried recent past sounds go,0,0.25
ordered food using zomato ap paid using paytm woh aprx includes zom,1,0.0
story fodpanda order food wait hours give fall_short_of,1,0.0
ordergot call zomato restuarent lack fryinstead give dia,1,0.0
impressed ubereats delivery mins fodpanda less wow swigy zomat,2,0.6888888888888888
zomato customer service representative told money refundedbut refunded refer,1,0.0
delicious desses rs fodpanda,2,1.0
swigy tshi go angela pants kids make money kai,1,0.0
uncertain details share order never got placed mon,1,0.0
pathetic service taking time world deliver food bad experi,0,0.8333333333333333
fodpanda desses new code rs,2,0.45454545454545453
team fodpanda please send amp incapable cater orders cheat pleas,1,0.0
used cupcake wali thingie place four small pizza four garlic breads pizza,0,0.4
worst ap ever since last days ordered food fodpanda waiting min res,0,0.5333333333333333
desses rs check fodpanda homepage see banner desses use code desses selected cities deals,1,0.0
order ordered zomato packing done swigy,1,0.0
wah really making weekend delightful good oferswe stopped using,2,0.6
hi saurabh seem getting checked,1,0.0
wrong rarher putting across request restaurant sending heas,0,0.9
hi khushbo kindly share order details shal get checked asap,2,0.9
still waiting response,1,0.0
hey extremely disappointed rude behavior delivery boy walk ins,0,0.675
cravepay might ruin whatever lil reputation fp brand left hours,1,0.0
hey could please explain discrimination food menu asian chicken curry amp brown ric,0,0.475
workers swigy called strike today though everyday prices petrol going increase salar,0,0.6
tell status refund order canceled think shoul,1,0.0
hi seem kindly share order details shal,2,0.9
last orders fodpanda automatically cancelled taking much time adi,2,0.13333333333333333
got order cancelled yesterday becoz restaurant fall_short_of order money deducted amp hrs th,1,0.0
another blunder zomato ordered delivery executive appointed unavailable order showing delivered,1,0.0
new agent assigned bcoz called escalated seriously professional learn,2,0.2772727272727273
already deleted fodpanda long time ago mostly,2,0.45
thank youbut make fast first time facing issue swigy,2,0.4666666666666667
ordered subway shop mt home mins delivery,1,0.0
fodpanda aim minimum hrs wait time decided add mcd kfc cyberjaya list cz ye,1,0.0
zomato even customer service help unacceptable,1,0.0
register swigy syha earn rs download,1,0.0
swigy home delivery us since week good response also introductory discount,2,0.6000000000000001
happens management changes service improve problem,1,0.0
swigy airing luring ads whereas ground level completely unprofesionalordered subwa,2,0.4
yesterday good today full kela sadly agar kela bhi,2,0.7166666666666668
fodpanda chat really work time food delivered time blame put restaurant service delay,2,0.2
dangerous today taken footwear tomorrow crime time laddies alon,0,0.9
would like someone senior team call point sending dm,1,0.0
false commitment order placed swigy unable deliver time,0,0.55
zomato ap keeps changing location ordering really infuriating despite double checks food invariably goes,0,0.4
summer pure mistake delivery boy restaurant,2,0.5
swigy delivery guy picked order stay_in_place please last mins think eating food,1,0.06666666666666667
already marked mails panersupoin manavsharmain,2,0.6
vegetarian kindly please review order checkout sucks time,2,0.6
reason tough time among service providers delivery services,0,0.8333333333333334
swigy delivery guy picked order stay_in_place place last mins think eating food,1,0.06666666666666667
pathetic level customer service high delivery time guys expect comp,0,0.77
regard recent order experience horrible ridiculous paid,0,0.75
unable aply voucher code placing order fodpanda ap,0,0.5
hey swigy many guys chat team say_farewell response ten min lot,2,0.25
wrost exeperince ever zomatodelivery boy calling last minute tell wrong location,0,0.48333333333333334
hyderabadi chicken curry lacha paratha chicken dum biryani di,0,0.95
free advise really need fire useless bunch customer care office,2,0.39999999999999997
hi nitin sad hear kindly dm us registered contact number,2,0.95
inr bucks uncooked raw pizza magical shavings truffle see,2,0.5205128205128206
hi ashish apologies mess kindly share order details,2,0.5375
thanks pathetic service lack full fill order takes order tha,0,0.5833333333333334
ordered food zomato howrah restraunt confirmed order zomato deducted bill amount,2,1.0
order fodpanda burger king nd sent burgers instead burgers,1,0.0
promoting actually give voucher dont notification,1,0.1
hi subhash seem kindly share,2,0.9
want zomato gold membership try code harsi,1,0.0
hi ashish apologies mess kindly share order details shal,2,0.5375
time shut shop order cancellation minutes order placing guys loosing,1,0.0
hi chetan kindly share order details shal get checked asap,2,0.9
fodpanda desses new code code desses desses back grab rs code,2,0.22727272727272727
hi pranay apologies hassle kindly share order detail,2,0.9
booked tonight dinner tried first time much absorbed nearbuy,2,0.6166666666666667
order restaurant punjab chicken corner gur city greno west utar pradesh restaurant number,0,0.95
debit amount placing order uncertain completing execut,1,0.0
since swigy takes hours deliver,1,0.0
hi nikhil apologies mess getting checked reach asap,0,0.175
another goof order delivered happening need talk team wiere,1,0.0
pathetic customer service zomato swigy,0,1.0
ordered still showing mins type service swigy offers,2,0.0
much conflict wid zomato end gave coupan,2,0.2
hi pranay apologies hassle kindly share order details,2,0.9
review tea villa cafe kurla,1,0.0
look food sent restaurant delivery list pune raw undercoked hummus stale bre,0,0.4807692307692308
hi ninad mean disappoint share order nu,0,0.6875
first time user really frustrating notice order cancelled mins,0,0.6166666666666667
hi ronak apologies mess kindly share order details shal get checked asap,2,0.5375
fodpanda rider named danial really manners merit sending food late still,0,0.4
less moneybut needs humiliated,0,0.06666666666666667
restaurant say paner ap idle tell us customer,1,0.0
use online food orders use supo,1,0.0
much conflict wid zomato end gave coupan ba,2,0.2
total asshole comonay taking orders cancel today cancel three orders fuck,0,0.675
horrible service pune team delivering stale food way replace giving credi,0,0.75
delivering order hour please disorder zomato worst costum,0,1.0
delivering order hour please disorder zomato,1,0.0
going set things already made mistake placin,1,0.0
pathetic zomato,0,1.0
say_farewell order ap showing delivered customer care number provided,1,0.0
contacted help first calls chat tits yet connect,2,0.3333333333333333
hi jasmine seem sunday night kindly sh,2,0.9
nice reply minutes instead solving query guys responding like else,2,1.0
swigy priceisue capriceisue tub price showing price total coming wi,1,0.75
one worst food delivery servicethis third time hapend meorder delayed hou,0,0.5
hey ashutosh silence pleasing experience sunday night kindly share,2,0.9
swigy priceisue capriceisue tub price showing price total coming tax,1,0.75
workers swigy called strike today though everyday prices petrol going increase salary fir,0,0.6
gara gara ini gua langsung download aps zomato,1,0.0
booked tonight dinner tried first time much absorbed nearbuy ecosys,2,0.6166666666666667
worst services swigythey served wrong order paner replaced fish tried call center,0,0.6666666666666666
invoicing policy need invoices last orders zomato chat gives,1,0.06666666666666667
whats hel thr bite code invalid,1,0.0
fodpanda improve customer care growing trust customers automatically,1,0.0
check available,2,0.4
decent marketplace product features build would auto trigger courier stay_in_place,2,0.6666666666666666
enjoy dinner special today special setdosa palakparatha vadacury khichdi visit us lak,2,0.5476190476190476
pathetic servicethe food supposed get delivrd pm bt still waitingno one resp,0,1.0
unavailable went swigy coupon refund judge,1,0.0
swigy passing time wht kind account details want,2,0.9
hi ravit seem pleasing experience want sunday nig,1,0.0
pathetic service careless call centre prefer sleep hungry next time rather using non sen,0,0.6333333333333333
judt passing time mesges kust asking account details,1,0.0
scrolling swigy found this remember zainu milk wali briyani namkaran,1,0.0
look review petuk kolkata hatibagan,1,0.0
judt passing time mesges kust asking account details name,1,0.0
hello friendszomato charged excess beyond denied defy aplie,1,0.0
order one hour passed update order poor chat supo poor call sup,0,0.6
really bad customer service done order sep get failed paytm,0,0.4833333333333333
order supposed cancelled none customer care nos reachable cha,1,0.0
changes terms conditions gold membership even existing members excellent move piss,2,1.0
guys shutting operations survival really difficult considerin,0,1.0
plans improve customer service lose fodpanda swigy using last orders,1,0.06666666666666667
opening soon south delhi authentic taste old dili dilionwheels order online del,2,0.475
hi srajan uncertain went wrong however dm us contact number,0,0.9
hey man really sad hear getting checked reaching right away rb,0,0.7678571428571428
dese delivery sucks got melted ice cream hour wait help de,0,0.3
orderd food fodpanda geting confirmation order wa,1,0.0
zomatoscam inform kindly dont use zomato whenever customer raise complaint,2,0.55
hi apologies inconvenience would request share updated account statement customercarein,1,0.0
replace order placed pm via,1,0.0
supo atleast amp provides help executives supo even cancel,1,0.0
hope get ur call coz fed ur chat service understand saying,1,0.0
promise never order suckers deliver,0,0.8
absolutely disgusting behaviour guysin name desses guys sending us,0,1.0
hi saurabh would prevent ice cream craving die share order number,1,0.0
leaking jelly requested however got food replaced thanks prompt asi,2,0.2
ordered via swigy,1,0.0
chatcal real human regarding person carrying,1,0.15000000000000002
look review bmg unplugged amanora town centre hadapsar,1,0.0
ordered chicken biriyani extra piece chicken mutton biriyani rayan biriyani via zomato di,0,0.6666666666666666
kahots gentlemen club upper arlington columbus urbansponzomato,1,0.0
experience ordered food still waiting think stop using,1,0.0
new amp replaced hummus top bottom one one received initially,2,0.3181818181818182
good morning authentic taste old dili dilionwheels order online delivery pa,2,0.5166666666666667
ruined th time consecutively always rock swigy dead,0,0.4
order delivery boy want deliver parcel malfunction commit service,1,0.0
ordered food swigy received half hour late customer service,0,0.3833333333333333
unhappy resolution making offer dealing wit,0,0.9
food delivery friends please follow traffic rules understand care,1,0.0
opening soon south delhi photo dili wheels hauz khas making hungry,1,0.0
hi sujit getting checked get back asap rb,1,0.0
never believe zomato delivery time nd live tracking feature never,2,0.5
order placed pm via store manager calls pm says tha,1,0.0
words easy action takes efo least know much care,2,0.38333333333333336
top initially ordered jelly bottom new amp replaced jelly cream massive difference,2,0.48863636363636365
please let know offering pro rated refund,1,0.0
charging bill amount second time happening,1,0.0
sta offering pro rated refund please let know,1,0.0
hi anurag sorry chaos getting checked get back asap rb,0,0.5
chat supo told mins ago spoken restaurant amp order,1,0.0
says responsible delivery orders,2,0.55
lunch skipped coz zomato dinner day night order placed pm,1,0.0
somehow remember said membership sold saw adve last days,1,0.06666666666666667
hi harshit meant spoil dinner share order number fix gap rb,1,0.0
look review ambir foodie fodphotography,1,0.0
till regular customerbut vl never use apits better use,2,0.28846153846153844
automated reply even worse reply keeps awaited leave,0,0.6
since food panda spelled thank delivering order,1,0.0
